tweet_id,nb_favorites,nb_retweets,nb_user_followers,nb_user_favourites,creation_date
886680336477933568,21118,4085,8774885,146020,2017-07-16 20:14:00+00:00
886366144734445568,19871,2894,8774885,146020,2017-07-15 23:25:31+00:00
886267009285017600,111,4,8774885,146020,2017-07-15 16:51:35+00:00
886258384151887873,26321,5771,8774885,146020,2017-07-15 16:17:19+00:00
886054160059072513,0,100,8774885,146020,2017-07-15 02:45:48+00:00
885984800019947520,30604,6142,8774885,146020,2017-07-14 22:10:11+00:00
885528943205470208,33792,5845,8774885,146020,2017-07-13 15:58:47+00:00
885518971528720385,19245,3409,8774885,146020,2017-07-13 15:19:09+00:00
885311592912609280,0,16937,8774885,146020,2017-07-13 01:35:06+00:00
885167619883638784,20578,3999,8774885,146020,2017-07-12 16:03:00+00:00
884925521741709313,72519,16551,8774885,146020,2017-07-12 00:01:00+00:00
884876753390489601,26189,5106,8774885,146020,2017-07-11 20:47:12+00:00
884562892145688576,22832,4300,8774885,146020,2017-07-11 00:00:02+00:00
884441805382717440,25464,5212,8774885,146020,2017-07-10 15:58:53+00:00
884247878851493888,68252,18592,8774885,146020,2017-07-10 03:08:17+00:00
884162670584377345,19184,2738,8774885,146020,2017-07-09 21:29:42+00:00
883838122936631299,20553,3144,8774885,146020,2017-07-09 00:00:04+00:00
883482846933004288,43070,9032,8774885,146020,2017-07-08 00:28:19+00:00
883360690899218434,21319,3387,8774885,146020,2017-07-07 16:22:55+00:00
883117836046086144,34855,6071,8774885,146020,2017-07-07 00:17:54+00:00
882992080364220416,22454,3562,8774885,146020,2017-07-06 15:58:11+00:00
882762694511734784,26585,4475,8774885,146020,2017-07-06 00:46:41+00:00
882627270321602560,26311,5560,8774885,146020,2017-07-05 15:48:34+00:00
882268110199369728,42157,10588,8774885,146020,2017-07-04 16:01:23+00:00
882045870035918850,27561,4470,8774885,146020,2017-07-04 01:18:17+00:00
881906580714921986,22876,3110,8774885,146020,2017-07-03 16:04:48+00:00
881666595344535552,47618,9771,8774885,146020,2017-07-03 00:11:11+00:00
881633300179243008,118,7,8774884,146020,2017-07-02 21:58:53+00:00
881536004380872706,46489,14605,8774884,146020,2017-07-02 15:32:16+00:00
881268444196462592,21851,4821,8774884,146020,2017-07-01 21:49:04+00:00
880935762899988482,16054,2552,8774884,146020,2017-06-30 23:47:07+00:00
880872448815771648,20023,3507,8774884,146020,2017-06-30 19:35:32+00:00
880465832366813184,26804,5692,8774884,146020,2017-06-29 16:39:47+00:00
880221127280381952,25371,3813,8774884,146020,2017-06-29 00:27:25+00:00
880095782870896641,25989,3975,8774884,146020,2017-06-28 16:09:20+00:00
879862464715927552,21041,3205,8774884,146020,2017-06-28 00:42:13+00:00
879674319642796034,297,10,8774884,146020,2017-06-27 12:14:36+00:00
879492040517615616,22089,2915,8774884,146020,2017-06-27 00:10:17+00:00
879415818425184262,99473,40697,8774884,146020,2017-06-26 19:07:24+00:00
879376492567855104,15814,2864,8774884,146020,2017-06-26 16:31:08+00:00
879130579576475649,0,6233,8774884,146020,2017-06-26 00:13:58+00:00
879050749262655488,21210,4298,8774884,146020,2017-06-25 18:56:45+00:00
879008229531029506,17883,2462,8774884,146020,2017-06-25 16:07:47+00:00
878776093423087618,18215,3748,8774884,146020,2017-06-25 00:45:22+00:00
878604707211726852,28362,6513,8774884,146020,2017-06-24 13:24:20+00:00
878404777348136964,0,1181,8774884,146020,2017-06-24 00:09:53+00:00
878316110768087041,0,6108,8774884,146020,2017-06-23 18:17:33+00:00
878281511006478336,7280,1181,8774884,146020,2017-06-23 16:00:04+00:00
878057613040115712,39636,6233,8774884,146020,2017-06-23 01:10:23+00:00
877736472329191424,74686,17384,8774884,146020,2017-06-22 03:54:17+00:00
877611172832227328,0,73,8774884,146020,2017-06-21 19:36:23+00:00
877556246731214848,21394,3495,8774884,146020,2017-06-21 15:58:08+00:00
877316821321428993,25809,4774,8774884,146020,2017-06-21 00:06:44+00:00
877201837425926144,25515,5121,8774884,146020,2017-06-20 16:29:50+00:00
876838120628539392,19497,3062,8774884,146020,2017-06-19 16:24:33+00:00
876537666061221889,22278,4304,8774884,146020,2017-06-18 20:30:39+00:00
876484053909872640,17689,2180,8774884,146020,2017-06-18 16:57:37+00:00
876120275196170240,26373,4293,8774884,146020,2017-06-17 16:52:05+00:00
875747767867523072,23721,3924,8774884,146020,2017-06-16 16:11:53+00:00
875144289856114688,20659,4513,8774884,146020,2017-06-15 00:13:52+00:00
875097192612077568,25880,5593,8774884,146020,2017-06-14 21:06:43+00:00
875021211251597312,24046,4343,8774884,146020,2017-06-14 16:04:48+00:00
874680097055178752,26235,4264,8774884,146020,2017-06-13 17:29:20+00:00
874434818259525634,0,13381,8774884,146020,2017-06-13 01:14:41+00:00
874296783580663808,24587,3780,8775609,146021,2017-06-12 16:06:11+00:00
874057562936811520,21448,3667,8774884,146020,2017-06-12 00:15:36+00:00
874012996292530176,32388,9448,8774884,146020,2017-06-11 21:18:31+00:00
873580283840344065,22871,3626,8774884,146020,2017-06-10 16:39:04+00:00
873337748698140672,0,1473,8774884,146020,2017-06-10 00:35:19+00:00
873213775632977920,6774,1473,8774884,146020,2017-06-09 16:22:42+00:00
872967104147763200,25794,5001,8774884,146020,2017-06-09 00:02:31+00:00
872820683541237760,13937,3435,8774884,146020,2017-06-08 14:20:41+00:00
872620804844003328,19592,3368,8774884,146020,2017-06-08 01:06:27+00:00
872486979161796608,38551,8347,8774884,146020,2017-06-07 16:14:40+00:00
872122724285648897,32482,7484,8774884,146020,2017-06-06 16:07:15+00:00
871879754684805121,35587,10173,8774884,146020,2017-06-06 00:01:46+00:00
871762521631449091,19156,3233,8774884,146020,2017-06-05 16:15:56+00:00
871515927908634625,19121,3222,8774884,146020,2017-06-04 23:56:03+00:00
871166179821445120,0,5290,8774884,146020,2017-06-04 00:46:17+00:00
871102520638267392,19832,5114,8774884,146020,2017-06-03 20:33:19+00:00
871032628920680449,21561,3551,8774884,146020,2017-06-03 15:55:36+00:00
870804317367881728,31902,5742,8774884,146020,2017-06-03 00:48:22+00:00
870726314365509632,115,3,8774884,146020,2017-06-02 19:38:25+00:00
870656317836468226,11738,2454,8774884,146020,2017-06-02 15:00:16+00:00
870374049280663552,78710,24592,8774884,146020,2017-06-01 20:18:38+00:00
870308999962521604,20805,3864,8774884,146020,2017-06-01 16:00:09+00:00
870063196459192321,34692,7735,8774884,146020,2017-05-31 23:43:25+00:00
869772420881756160,40406,9404,8774884,146020,2017-05-31 04:27:59+00:00
869702957897576449,26849,5869,8774884,146020,2017-05-30 23:51:58+00:00
869596645499047938,15176,2908,8774884,146020,2017-05-30 16:49:31+00:00
869227993411051520,19422,3525,8774884,146020,2017-05-29 16:24:37+00:00
868880397819494401,62227,13462,8774884,146020,2017-05-28 17:23:24+00:00
868639477480148993,0,1938,8774884,146020,2017-05-28 01:26:04+00:00
868622495443632128,25420,4949,8774884,146020,2017-05-28 00:18:35+00:00
868552278524837888,9604,1938,8774884,146020,2017-05-27 19:39:34+00:00
867900495410671616,23064,3910,8774884,146020,2017-05-26 00:29:37+00:00
867774946302451713,32391,6874,8774884,146020,2017-05-25 16:10:44+00:00
867421006826221569,15345,2329,8774884,146020,2017-05-24 16:44:18+00:00
867072653475098625,0,112,8774884,146020,2017-05-23 17:40:04+00:00
867051520902168576,30733,7383,8774884,146020,2017-05-23 16:16:06+00:00
866720684873056260,19124,4491,8774884,146020,2017-05-22 18:21:28+00:00
866686824827068416,18412,3274,8774884,146020,2017-05-22 16:06:55+00:00
866450705531457537,116677,33043,8774884,146020,2017-05-22 00:28:40+00:00
866334964761202691,50067,13381,8774884,146020,2017-05-21 16:48:45+00:00
866094527597207552,0,7865,8774884,146020,2017-05-21 00:53:21+00:00
865718153858494464,24519,5282,8774884,146020,2017-05-19 23:57:46+00:00
865359393868664832,25310,4708,8774884,146020,2017-05-19 00:12:11+00:00
865006731092295680,26801,7238,8774884,146020,2017-05-18 00:50:50+00:00
864873206498414592,30891,8180,8774884,146020,2017-05-17 16:00:15+00:00
864279568663928832,13952,2843,8774884,146020,2017-05-16 00:41:21+00:00
864197398364647424,28735,8332,8774884,146020,2017-05-15 19:14:50+00:00
863907417377173506,19740,3901,8774884,146020,2017-05-15 00:02:33+00:00
863553081350529029,14631,3948,8774884,146020,2017-05-14 00:34:33+00:00
863471782782697472,0,2293,8774884,146020,2017-05-13 19:11:30+00:00
863432100342583297,22800,4948,8774884,146020,2017-05-13 16:33:49+00:00
863427515083354112,2117,90,8774884,146020,2017-05-13 16:15:35+00:00
863079547188785154,8430,1048,8774884,146020,2017-05-12 17:12:53+00:00
863062471531167744,8123,2293,8774884,146020,2017-05-12 16:05:02+00:00
862831371563274240,18411,4861,8774885,146020,2017-05-12 00:46:44+00:00
862722525377298433,16410,3343,8774885,146020,2017-05-11 17:34:13+00:00
862457590147678208,19641,4662,8774885,146020,2017-05-11 00:01:27+00:00
862096992088072192,71327,21907,8774885,146020,2017-05-10 00:08:34+00:00
861383897657036800,34681,10142,8774885,146020,2017-05-08 00:54:59+00:00
861288531465048066,16505,3921,8774885,146020,2017-05-07 18:36:02+00:00
861005113778896900,16060,3616,8774885,146020,2017-05-06 23:49:50+00:00
860981674716409858,0,2037,8774885,146020,2017-05-06 22:16:42+00:00
860924035999428608,0,761,8774885,146020,2017-05-06 18:27:40+00:00
860563773140209665,7209,2037,8774885,146020,2017-05-05 18:36:06+00:00
860524505164394496,22748,5044,8774885,146020,2017-05-05 16:00:04+00:00
860276583193509888,17703,3330,8774885,146020,2017-05-04 23:34:55+00:00
860184849394610176,16081,5559,8774885,146020,2017-05-04 17:30:24+00:00
860177593139703809,0,29404,8774885,146020,2017-05-04 17:01:34+00:00
859924526012018688,18871,3901,8774885,146020,2017-05-04 00:15:58+00:00
859851578198683649,14876,3339,8774886,146020,2017-05-03 19:26:06+00:00
859607811541651456,17959,1488,8774886,146020,2017-05-03 03:17:27+00:00
859196978902773760,86709,28718,8774886,146020,2017-05-02 00:04:57+00:00
859074603037188101,32648,12999,8774886,146020,2017-05-01 15:58:40+00:00
858860390427611136,0,7743,8774886,146020,2017-05-01 01:47:28+00:00
858843525470990336,15051,3326,8774886,146020,2017-05-01 00:40:27+00:00
858471635011153920,20782,4638,8774886,146020,2017-04-30 00:02:42+00:00
858107933456039936,15236,2779,8774886,146020,2017-04-28 23:57:28+00:00
857989990357356544,15572,2481,8774886,146020,2017-04-28 16:08:49+00:00
857746408056729600,33161,10172,8774886,146020,2017-04-28 00:00:54+00:00
857393404942143489,5705,1573,8774886,146020,2017-04-27 00:38:11+00:00
857263160327368704,19433,4328,8774886,146020,2017-04-26 16:00:39+00:00
857214891891077121,218,17,8774886,146020,2017-04-26 12:48:51+00:00
857062103051644929,0,164,8774886,146020,2017-04-26 02:41:43+00:00
857029823797047296,18291,3821,8774886,146020,2017-04-26 00:33:27+00:00
856543823941562368,15853,2773,8774886,146020,2017-04-24 16:22:16+00:00
856526610513747968,11521,1803,8774886,146020,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8774886,146020,2017-04-24 02:15:55+00:00
856288084350160898,501,15,8774886,146020,2017-04-23 23:26:03+00:00
856282028240666624,26969,6052,8774886,146020,2017-04-23 23:01:59+00:00
855862651834028034,329,25,8774886,146020,2017-04-22 19:15:32+00:00
855860136149123072,4789,941,8774886,146020,2017-04-22 19:05:32+00:00
855857698524602368,11546,2039,8774886,146020,2017-04-22 18:55:51+00:00
855851453814013952,44497,17383,8774886,146020,2017-04-22 18:31:02+00:00
855818117272018944,25959,5238,8774886,146020,2017-04-22 16:18:34+00:00
855459453768019968,29065,7940,8774886,146020,2017-04-21 16:33:22+00:00
855245323840757760,0,5764,8774886,146020,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8774886,146020,2017-04-20 19:16:59+00:00
854732716440526848,22224,5871,8774886,146020,2017-04-19 16:25:34+00:00
854482394044301312,28621,6662,8774886,146020,2017-04-18 23:50:52+00:00
854365224396361728,18455,4543,8774886,146020,2017-04-18 16:05:17+00:00
854120357044912130,31280,7248,8774886,146020,2017-04-17 23:52:16+00:00
854010172552949760,15884,3056,8774886,146020,2017-04-17 16:34:26+00:00
853760880890318849,27980,5577,8774886,146020,2017-04-17 00:03:50+00:00
853639147608842240,33971,9770,8774886,146020,2017-04-16 16:00:07+00:00
853299958564483072,15181,3461,8774886,146020,2017-04-15 17:32:18+00:00
852936405516943360,0,1944,8774886,146020,2017-04-14 17:27:40+00:00
852912242202992640,8870,1769,8774886,146020,2017-04-14 15:51:39+00:00
852672615818899456,14632,2105,8774886,146020,2017-04-13 23:59:28+00:00
852553447878664193,16012,3385,8774886,146020,2017-04-13 16:05:56+00:00
852311364735569921,32566,9713,8774886,146020,2017-04-13 00:03:59+00:00
852226086759018497,19638,6688,8774886,146020,2017-04-12 18:25:07+00:00
852189679701164033,11272,1554,8774886,146020,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8774886,146020,2017-04-11 18:15:55+00:00
851591660324737024,16018,3404,8774886,146020,2017-04-11 00:24:08+00:00
851464819735769094,23893,6909,8774886,146020,2017-04-10 16:00:07+00:00
851224888060895234,20373,5617,8774886,146020,2017-04-10 00:06:42+00:00
850753642995093505,30375,8963,8774886,146020,2017-04-08 16:54:09+00:00
850380195714523136,12919,2563,8774886,146020,2017-04-07 16:10:12+00:00
850333567704068097,3411,321,8774886,146020,2017-04-07 13:04:55+00:00
850145622816686080,16117,3724,8774886,146020,2017-04-07 00:38:06+00:00
850019790995546112,20152,4787,8774886,146020,2017-04-06 16:18:05+00:00
849776966551130114,30060,7465,8774886,146020,2017-04-06 00:13:11+00:00
849668094696017920,0,4873,8774886,146020,2017-04-05 17:00:34+00:00
849412302885593088,15680,3104,8774886,146020,2017-04-05 00:04:08+00:00
849336543269576704,11291,1869,8774886,146020,2017-04-04 19:03:06+00:00
849051919805034497,41869,8347,8774886,146020,2017-04-04 00:12:06+00:00
848690551926992896,24939,4253,8774886,146020,2017-04-03 00:16:10+00:00
848324959059550208,24460,4552,8774886,146020,2017-04-02 00:03:26+00:00
848213670039564288,8094,721,8774886,146020,2017-04-01 16:41:12+00:00
848212111729840128,16162,2997,8774886,146020,2017-04-01 16:35:01+00:00
847978865427394560,0,3215,8774886,146020,2017-04-01 01:08:10+00:00
847971574464610304,0,426,8774886,146020,2017-04-01 00:39:12+00:00
847962785489326080,23288,5014,8774886,146020,2017-04-01 00:04:17+00:00
847842811428974592,5396,1316,8774886,146020,2017-03-31 16:07:33+00:00
847617282490613760,6928,410,8774886,146020,2017-03-31 01:11:22+00:00
847606175596138505,18604,3383,8774886,146020,2017-03-31 00:27:14+00:00
847251039262605312,20333,4264,8774886,146020,2017-03-30 00:56:03+00:00
847157206088847362,19729,5779,8774886,146020,2017-03-29 18:43:12+00:00
847116187444137987,21304,3142,8774886,146020,2017-03-29 16:00:12+00:00
846874817362120707,19932,3885,8774886,146020,2017-03-29 00:01:05+00:00
846514051647705089,44299,11435,8774886,146020,2017-03-28 00:07:32+00:00
846505985330044928,14009,3041,8774886,146020,2017-03-27 23:35:28+00:00
846153765933735936,31412,8954,8774886,146020,2017-03-27 00:15:53+00:00
846139713627017216,30837,9915,8774886,146020,2017-03-26 23:20:02+00:00
846042936437604353,15884,2834,8774886,146020,2017-03-26 16:55:29+00:00
845812042753855489,29059,8619,8774886,146020,2017-03-26 01:38:00+00:00
845677943972139009,25046,4749,8774886,146020,2017-03-25 16:45:08+00:00
845397057150107648,7596,1789,8774886,146020,2017-03-24 22:08:59+00:00
845306882940190720,23222,5344,8774886,146020,2017-03-24 16:10:40+00:00
845098359547420673,0,7586,8774886,146020,2017-03-24 02:22:04+00:00
844979544864018432,13569,2536,8774886,146020,2017-03-23 18:29:57+00:00
844973813909606400,15008,3165,8774886,146020,2017-03-23 18:07:10+00:00
844580511645339650,16396,3100,8774886,146020,2017-03-22 16:04:20+00:00
844223788422217728,13591,2182,8774886,146020,2017-03-21 16:26:50+00:00
843981021012017153,15131,2925,8774886,146020,2017-03-21 00:22:10+00:00
843856843873095681,21384,4587,8774886,146020,2017-03-20 16:08:44+00:00
843604394117681152,16834,2727,8774886,146020,2017-03-19 23:25:35+00:00
843235543001513987,21449,5987,8774886,146020,2017-03-18 22:59:54+00:00
842846295480000512,15245,3619,8774886,146020,2017-03-17 21:13:10+00:00
842765311967449089,6718,1276,8774886,146020,2017-03-17 15:51:22+00:00
842535590457499648,18061,3486,8774886,146020,2017-03-17 00:38:32+00:00
842163532590374912,24419,5764,8774886,146020,2017-03-16 00:00:07+00:00
842115215311396866,13957,3016,8774886,146020,2017-03-15 20:48:07+00:00
841833993020538882,0,15030,8774886,146020,2017-03-15 02:10:39+00:00
841680585030541313,25689,7779,8774886,146020,2017-03-14 16:01:03+00:00
841439858740625411,12637,3674,8774886,146020,2017-03-14 00:04:30+00:00
841320156043304961,19783,5481,8774886,146020,2017-03-13 16:08:50+00:00
841314665196081154,15822,4637,8774886,146020,2017-03-13 15:47:01+00:00
841077006473256960,22858,5290,8774886,146020,2017-03-13 00:02:39+00:00
840761248237133825,0,1763,8774886,146020,2017-03-12 03:07:56+00:00
840728873075638272,0,16100,8774887,146020,2017-03-12 00:59:17+00:00
840698636975636481,174,2,8774887,146020,2017-03-11 22:59:09+00:00
840696689258311684,12290,972,8774887,146020,2017-03-11 22:51:24+00:00
840632337062862849,9004,1763,8774887,146020,2017-03-11 18:35:42+00:00
840370681858686976,16466,4533,8774887,146020,2017-03-11 01:15:58+00:00
840268004936019968,19269,5724,8774887,146020,2017-03-10 18:27:58+00:00
839990271299457024,13428,2275,8774887,146020,2017-03-10 00:04:21+00:00
839549326359670784,27490,7743,8774887,146020,2017-03-08 18:52:12+00:00
839290600511926273,0,144,8774887,146020,2017-03-08 01:44:07+00:00
839239871831150596,27149,6530,8774887,146020,2017-03-07 22:22:32+00:00
838952994649550848,19677,4004,8774887,146020,2017-03-07 03:22:35+00:00
838921590096166913,11184,2065,8774887,146020,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8774887,146020,2017-03-07 00:57:32+00:00
838831947270979586,0,11007,8774887,146020,2017-03-06 19:21:35+00:00
838561493054533637,10964,1338,8774887,146020,2017-03-06 01:26:54+00:00
838476387338051585,22552,4776,8774887,146020,2017-03-05 19:48:43+00:00
838201503651401729,0,10073,8774887,146020,2017-03-05 01:36:26+00:00
838150277551247360,1677,332,8774887,146020,2017-03-04 22:12:52+00:00
838085839343206401,139,1,8774887,146020,2017-03-04 17:56:49+00:00
838083903487373313,17676,3139,8774887,146020,2017-03-04 17:49:08+00:00
837820167694528512,34219,7865,8774887,146020,2017-03-04 00:21:08+00:00
837482249356513284,3856,443,8774887,146020,2017-03-03 01:58:22+00:00
837471256429613056,12849,2276,8774887,146020,2017-03-03 01:14:41+00:00
837110210464448512,16116,2370,8774887,146020,2017-03-02 01:20:01+00:00
836989968035819520,12814,2293,8774886,146020,2017-03-01 17:22:13+00:00
836753516572119041,19387,4653,8774886,146020,2017-03-01 01:42:39+00:00
836677758902222849,12653,2232,8774886,146020,2017-02-28 20:41:37+00:00
836648853927522308,0,556,8774886,146020,2017-02-28 18:46:45+00:00
836397794269200385,0,27591,8774886,146020,2017-02-28 02:09:08+00:00
836380477523124226,14816,2999,8774886,146020,2017-02-28 01:00:19+00:00
836260088725786625,21391,4314,8774886,146020,2017-02-27 17:01:56+00:00
836001077879255040,19161,4280,8774886,146020,2017-02-26 23:52:43+00:00
835685285446955009,0,8162,8774886,146020,2017-02-26 02:57:52+00:00
835574547218894849,17865,3637,8774886,146020,2017-02-25 19:37:50+00:00
835536468978302976,0,1706,8774886,146020,2017-02-25 17:06:32+00:00
835309094223372289,0,21038,8774886,146020,2017-02-25 02:03:02+00:00
835297930240217089,16547,3029,8774886,146020,2017-02-25 01:18:40+00:00
835264098648616962,7775,1706,8774886,146020,2017-02-24 23:04:14+00:00
835246439529840640,2111,73,8774886,146020,2017-02-24 21:54:03+00:00
835172783151792128,26294,5791,8774886,146020,2017-02-24 17:01:22+00:00
835152434251116546,22523,3032,8774886,146020,2017-02-24 15:40:31+00:00
834931633769889797,10859,1650,8774886,146020,2017-02-24 01:03:08+00:00
834786237630337024,21454,5524,8774886,146020,2017-02-23 15:25:23+00:00
834574053763584002,13739,2552,8774886,146020,2017-02-23 01:22:14+00:00
834477809192075265,0,10709,8774886,146020,2017-02-22 18:59:48+00:00
834458053273591808,9677,1694,8774886,146020,2017-02-22 17:41:18+00:00
834209720923721728,20713,4778,8774886,146020,2017-02-22 01:14:30+00:00
834167344700198914,15916,3681,8774886,146020,2017-02-21 22:26:07+00:00
834089966724603904,10113,2149,8774886,146020,2017-02-21 17:18:39+00:00
834086379323871233,13150,2222,8774886,146020,2017-02-21 17:04:24+00:00
833863086058651648,13498,2421,8774886,146020,2017-02-21 02:17:06+00:00
833826103416520705,18165,3798,8774886,146020,2017-02-20 23:50:09+00:00
833732339549220864,0,222,8774886,146020,2017-02-20 17:37:34+00:00
833722901757046785,20927,3243,8774886,146020,2017-02-20 17:00:04+00:00
833479644947025920,14934,2066,8774886,146020,2017-02-20 00:53:27+00:00
833124694597443584,20333,4873,8774886,146020,2017-02-19 01:23:00+00:00
832998151111966721,13357,2216,8774886,146020,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8774886,146020,2017-02-18 01:50:19+00:00
832757312314028032,16967,3653,8774886,146020,2017-02-18 01:03:09+00:00
832682457690300417,11964,2939,8774886,146020,2017-02-17 20:05:43+00:00
832645525019123713,2954,535,8774886,146020,2017-02-17 17:38:57+00:00
832636094638288896,15962,2811,8774886,146020,2017-02-17 17:01:29+00:00
832397543355072512,12042,2234,8774886,146020,2017-02-17 01:13:34+00:00
832369877331693569,17299,3215,8774886,146020,2017-02-16 23:23:38+00:00
832273440279240704,11430,2355,8774886,146020,2017-02-16 17:00:25+00:00
832215909146226688,0,6250,8774886,146020,2017-02-16 13:11:49+00:00
832215726631055365,0,9409,8774886,146020,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8774886,146020,2017-02-16 04:45:50+00:00
832040443403784192,0,9697,8774886,146020,2017-02-16 01:34:34+00:00
832032802820481025,18005,4696,8774886,146020,2017-02-16 01:04:13+00:00
831939777352105988,24195,6185,8774886,146020,2017-02-15 18:54:34+00:00
831926988323639298,339,34,8774886,146020,2017-02-15 18:03:45+00:00
831911600680497154,27818,6560,8774886,146020,2017-02-15 17:02:36+00:00
831670449226514432,10528,1840,8774886,146020,2017-02-15 01:04:21+00:00
831650051525054464,7206,1944,8774886,146020,2017-02-14 23:43:18+00:00
831552930092285952,9054,2332,8774886,146020,2017-02-14 17:17:22+00:00
831322785565769729,9345,1564,8774886,146020,2017-02-14 02:02:51+00:00
831315979191906304,6596,1133,8774886,146020,2017-02-14 01:35:49+00:00
831309418084069378,11853,2483,8774886,146020,2017-02-14 01:09:44+00:00
831262627380748289,12010,2065,8774886,146020,2017-02-13 22:03:49+00:00
830956169170665475,8051,1510,8774886,146020,2017-02-13 01:46:03+00:00
830583320585068544,67440,16937,8774886,146020,2017-02-12 01:04:29+00:00
830173239259324417,0,5738,8774886,146020,2017-02-10 21:54:58+00:00
830097400375152640,9897,2978,8774886,146020,2017-02-10 16:53:37+00:00
829878982036299777,0,5073,8774886,146020,2017-02-10 02:25:42+00:00
829861396166877184,12335,1970,8774887,146020,2017-02-10 01:15:49+00:00
829501995190984704,32052,10709,8774887,146020,2017-02-09 01:27:41+00:00
829449946868879360,10553,2045,8774887,146020,2017-02-08 22:00:52+00:00
829141528400556032,24634,7435,8774887,146020,2017-02-08 01:35:19+00:00
829011960981237760,53599,16466,8774887,146020,2017-02-07 17:00:28+00:00
828801551087042563,0,3451,8774887,146020,2017-02-07 03:04:22+00:00
828770345708580865,25832,5931,8774887,146020,2017-02-07 01:00:22+00:00
828708714936930305,36862,11299,8774887,146020,2017-02-06 20:55:28+00:00
828650029636317184,9610,1364,8774887,146020,2017-02-06 17:02:17+00:00
828409743546925057,6412,1176,8774887,146020,2017-02-06 01:07:28+00:00
828408677031882754,7750,1305,8774887,146020,2017-02-06 01:03:14+00:00
828381636999917570,12715,2236,8774887,146020,2017-02-05 23:15:47+00:00
828376505180889089,7452,1082,8774887,146020,2017-02-05 22:55:23+00:00
828372645993398273,12681,2973,8774887,146020,2017-02-05 22:40:03+00:00
828361771580813312,2216,173,8774887,146020,2017-02-05 21:56:51+00:00
828046555563323392,11878,2906,8774887,146020,2017-02-05 01:04:17+00:00
828011680017821696,10459,2169,8774887,146020,2017-02-04 22:45:42+00:00
827933404142436356,20323,5309,8774887,146020,2017-02-04 17:34:40+00:00
827653905312006145,15654,3052,8774887,146020,2017-02-03 23:04:02+00:00
827600520311402496,7521,954,8774887,146020,2017-02-03 19:31:54+00:00
827324948884643840,16033,3095,8774887,146020,2017-02-03 01:16:53+00:00
827199976799354881,10693,2248,8774887,146020,2017-02-02 17:00:17+00:00
826958653328592898,21812,5073,8774887,146020,2017-02-02 01:01:21+00:00
826848821049180160,36772,10302,8774887,146020,2017-02-01 17:44:55+00:00
826615380357632002,0,4034,8774887,146020,2017-02-01 02:17:19+00:00
826598799820865537,5173,257,8774887,146020,2017-02-01 01:11:25+00:00
826598365270007810,10157,2374,8774887,146020,2017-02-01 01:09:42+00:00
826476773533745153,18626,4248,8774887,146020,2017-01-31 17:06:32+00:00
826240494070030336,13451,2641,8774887,146020,2017-01-31 01:27:39+00:00
826204788643753985,4933,936,8774887,146020,2017-01-30 23:05:46+00:00
826115272272650244,15840,3176,8774887,146020,2017-01-30 17:10:04+00:00
825876512159186944,10597,1898,8774887,146020,2017-01-30 01:21:19+00:00
